ID,PALABRA,MASCULINO,FEMENINO
11055,mejorardescarga,0,1
11056,appvendor,0,1
11030,viagra,2,1
11059,pronunciar1,0,1
11060,desoxirribonucleico2,0,1
11061,paralelepipedo3,0,1
11062,otorrinolaringologo4,0,1
11063,ovoviviparo5,0,1
11039,consecuencia,4,2
11065,desfallecen,0,1
11034,siglos,5,0
11027,llenas,6,3
11064,confundas,1,3
11000,nesesito,2,0
11044,tripas,0,3
11032,fox,10,6
11023,rescate,4,1
11046,gobernaciones,9,1
11022,queres,1,1
11045,alcaldias,8,1
11006,dijeran,4,1
11001,demuestralo,3,1
11024,rescato,2,0
11077,rodolfo,12,1
11083,convocado,4,0
11137,tunein,1,0
11095,puentefestivo,3,0
11080,fotomultas,4,0
11072,importunos,0,1
11078,suspender,2,1
11106,estratos,4,3
11116,chefs,0,0
11076,figuerjoda,1,0
11082,debera,5,0
11071,fieles,4,3
11086,esperado,1,2
11085,cordoba,19,11
11108,embarazado,3,2
11107,intoxicada,2,1
11079,tramite,1,2
11113,finanzas,5,3
11091,bullying,8,5
11104,blu960am,1,0
11109,yulitza,2,2
11089,amora,1,0
11090,paraisola,1,0
11099,hoybuc,1,0
11092,evoca,1,0
11093,viles,1,0
11094,carcdmb,1,0
11088,cortesia,4,0
11097,valenzuela,1,0
11098,aviario,1,0
11100,blubucaramanga,1,0
11101,policiabmanga,1,0
11081,recupere,2,2
11103,sumandose,1,0
11105,caperucitas,1,0
11125,doom,2,0
11111,exministro,1,0
11110,danilogz,1,0
11112,revisara,1,0
11070,oculto,4,1
11118,douglasaldrich,0,0
11119,glennhughes,0,0
11120,manchesteracademy,0,0
11122,supergroup,0,0
11123,classicrock,0,0
11124,bl,0,0
11084,oscar,13,2
11126,hallows,0,0
11127,tblst,0,0
11128,sdmf,0,0
11129,gifd,0,0
11130,wyldeaudio,0,0
11131,deathwishcoffee,0,0
11133,spirithalloween,0,0
11134,halloweencount,0,0
11135,a33revoluciones,0,0
11136,dzf,0,0
11067,porcion,1,1
11138,pearl,0,0
11139,dzj,0,0
11132,revoluciones,0,0
11087,cumbias,1,1
11102,garantizara,1,0
11074,llevare,2,1
11115,room,4,0
11066,roca,5,4
11096,eloy,2,0
11069,manifiesta,1,1
11073,segundos,13,4
11114,empalme,5,3
11068,reprension,1,1
11121,gig,0,1
11075,undatobuc,3,0
11140,kikoseries,0,0
11141,ibanezofficial,0,0
11142,amazon,0,0
11143,kolkata,0,0
11178,important,1,6
11157,whole,0,3
11146,mikaelakerfeldt,0,0
11173,yesterday,1,2
11148,officialopeths,0,0
11149,deliverance,0,0
11150,damnation,0,0
11151,mikkey,0,0
11152,dee,0,0
11153,blast,0,0
11154,mymotorhead,0,0
11155,newmusic,0,0
11158,year,11,3
11159,crosleyradio,0,0
11160,vinylmnky,0,0
11161,subscriptiongiftideas,0,0
11163,mfccyberarmy,0,0
11166,convention,0,0
11165,army,0,0
11167,appearance,0,0
11168,megadeth,0,0
11117,thekisskruise,0,0
11172,sailaway,0,0
11174,ozzybarrock,0,0
11175,masterplan,0,0
11169,kiss,1,2
11181,spoontheband,0,0
11182,outkast,0,0
11183,nineinchnails,0,0
11184,recordstoreday,0,0
11185,exclusives,0,0
11186,keithrichards,0,0
11190,keefs,0,0
11162,ticket,2,2
11180,ironmaiden,1,0
11170,rockin,0,1
11176,entradas,9,1
11189,reveals,1,0
11171,during,2,1
11179,member,1,0
11187,guitar,1,0
11145,classic,1,0
11164,cyber,1,0
11188,tech,14,1
11156,vinyl,1,0
11147,interview,0,1
11191,studio,10,3
11177,economicas,1,3
11144,india,3,3
11200,prongmusic,0,0
11207,carcajada,0,1
11216,disenadores,0,0
11264,adicional,2,1
11206,acolde,0,0
11208,sonpendido,0,0
11245,pipi,2,0
11212,cumpo,0,0
11274,comerciantes,2,2
11268,todopoderoso,2,1
11242,haloween,3,0
11260,cambiante,2,0
11217,graficosque,0,0
11218,concursoun,0,0
11219,trabajosiguenos,0,0
11244,sex,3,4
11220,designarte,0,0
11221,marketingvolantestarjetasdepresentacionlogoscarpetas,0,0
11224,170240,0,0
11226,a4dsgn3188712387,0,0
11247,chacalycabron,1,0
11223,impresionpendon,0,0
11228,170180,0,0
11225,cmby,0,0
11203,a4dsgn,0,0
11229,3188712387,0,0
11227,a4dsgn1gmailcomvolantes,0,0
11241,companeros,14,7
11248,bolotaaas,1,0
11231,170x240,0,0
11249,paral,1,0
11250,k1nkyp1gs,1,0
11251,igagoncocks,1,0
11213,papis,0,0
11230,pendon,0,0
11236,170x180,0,0
11232,cmcliente,0,0
11233,estetik,0,0
11234,imagendiseno,0,0
11265,creatividad,6,6
11204,a4,0,1
11235,official3188712387,0,0
11238,pendones,0,0
11262,cumpli,6,4
11240,disenamos,0,0
11252,polljaque,1,0
11253,menschenfaenger,1,0
11254,maitre100,1,0
11255,scallyzach,1,0
11256,dan36252,1,0
11257,yohnni2012,1,0
11222,grafico,0,2
11259,jfe1162,1,0
11261,etb,6,1
11237,publicado,10,0
11263,sufragar,1,0
11280,catamarinom,1,1
11258,jbttm4u,2,0
11201,witch,0,1
11267,agradecimos,0,1
11282,celebro,7,3
11209,coqueta,0,2
11271,socializado,0,1
11272,concertado,0,1
11273,colmeneros,0,1
11215,veas,2,0
11211,toy,5,4
11276,pegui,1,3
11243,empece,4,2
11277,plataforma,3,6
11214,agonia,1,2
11269,recibidas,1,2
11239,laa,0,1
11275,carlosecorreae,1,1
11246,chupar,2,0
11266,honra,3,3
11202,mountain,7,1
11270,mercado,21,6
11326,vozentonces,1,0
11309,gremio,1,1
11307,proximos,16,5
11287,lucharemos,0,1
11322,pablito,2,1
11323,supo,3,1
11289,md140,0,1
11291,robles,0,1
11328,callese,1,0
11330,paredes,1,2
11329,estuviese,3,0
11320,locuras,4,11
11296,cpcmonteria,0,1
11297,pruebasaber9,0,1
11298,luchemosporelcambio,0,1
11290,carlosdge,0,2
11299,vanefayad,0,1
11300,jaimeangulog,0,1
11301,emilianopastor,0,1
11302,adelanteeee,0,1
11303,consigue,2,9
11306,melissa,1,2
11304,sumaleunvotoalcambio,0,1
11305,furatena,0,1
11324,debia,1,1
11308,olimpikmonteria,0,1
11281,marcosdanielpg,0,4
11285,abusos,5,3
11310,londinense,1,0
11356,airliner,5,1
11327,voltio,1,1
11317,pasas,3,7
11314,camelavellaneda,1,0
11288,caribeunido,2,2
11312,paginas,4,5
11318,arrastrado,1,0
11319,a8e707327049462,1,0
11350,nightclub,2,0
11311,identifico,1,0
11351,fire,3,7
11283,reunion,16,11
11357,crashes,2,0
11313,amoo,2,9
11293,soporte,1,3
11321,vip,8,5
11331,neeero,1,0
11325,casarse,3,1
11349,bucharest,2,0
11334,baretoprenda,1,0
11335,personasla,1,0
11336,mamael,1,0
11337,papahermanosmascotasel,1,0
11338,vecinodon,1,0
11340,tiendauna,1,0
11339,ismael,2,0
11341,cucarachauno,1,0
11348,bbcworld,2,0
11343,migrant,1,0
11344,germans,1,0
11345,restrict,1,0
11295,monterianas,0,1
11347,austria,1,0
11332,semaforo,3,0
11316,rebaja,3,1
11279,semmonteria,1,2
11352,leaves,1,0
11354,stunned,1,0
11278,educativa,7,9
11353,romania,2,0
11358,egyptian,1,0
11359,bbcbreaking,1,0
11360,381,1,0
11361,developingcountry,1,0
11342,subes,1,1
11315,luisa,4,3
11346,entry,2,0
11333,prendo,2,0
11286,caribe,17,20
11355,russian,8,3
11292,monteriaadelante,0,4
11284,electos,12,5
11363,concentrations,1,0
11364,pollution,1,0
11377,risaralda,6,4
11408,grandiosa,3,0
11366,asia,2,3
11397,semanacom,4,14
11367,fomento,1,0
11388,internacionales,7,3
11376,notisena,1,0
11378,regional,19,1
11380,soysenarisaralda,1,0
11383,risaraldaregion,1,0
11398,comienzan,2,0
11401,italia,6,1
11384,acopicentrooccidente,1,0
11395,contenidos,2,1
11387,delitos,9,0
11386,lines,1,0
11390,latinoamerica,13,2
11394,cocreacion,1,0
11389,axn,1,0
11365,south,8,2
11391,hochschule,1,0
11392,bonnrheinsieg,1,0
11393,mxpeliculapasantedemoda,1,0
11371,innovacion,19,13
11373,estrategia,17,9
11396,emprendimiendo,1,0
11294,bienestar,8,4
11399,convenio,5,0
11400,anas,1,0
11406,instructor,1,0
11407,soldadura,1,0
11375,acopi,1,0
11372,innova,2,0
11370,seminario,10,5
11385,crossing,1,1
11379,egresados,5,1
11369,comercio,12,1
11368,aprendiz,2,0
11362,cities,5,0
11382,senacomunica,11,1
11381,aaalarcont,4,0
11404,dannasuarez,2,0
11405,piedadjm,2,0
11475,primas,1,4
11411,gecalderon2011,1,0
11414,eu,6,3
11477,salvavidas,1,2
11451,ea,7,1
11436,nojoda,5,2
11419,partnersamerica,1,0
11420,pasante,1,0
11421,warner,1,0
11422,maduras,1,0
11441,remember,6,4
11478,ahogados,1,2
11425,educables,1,0
11472,hablandole,1,4
11427,sombreros,1,0
11402,instructores,2,0
11448,silencioooooopara,3,0
11430,aacallejas,1,0
11429,lichi,2,0
11431,mude,1,0
11459,divierte,3,0
11463,turno,6,1
11434,5meses,1,0
11426,6s,8,1
11438,sofiaalcastro,1,0
11464,madrugadas,2,3
11424,perfiles,1,0
11413,viajan,1,1
11409,prosperidad,5,3
11416,agro,4,1
11445,aguacero,12,2
11462,protocolo,2,1
11440,cobrara,1,1
11415,intercambio,3,1
11449,ae,9,0
11443,memory,1,2
11450,aeea,3,0
11417,youth,4,0
11403,alfonsoprada,4,0
11482,eche,0,1
11452,eeeeebis,3,0
11455,oleee,1,0
11456,oleeee,1,0
11457,ooooleeee,1,0
11458,oleeeee,1,0
11469,peinarme,0,2
11470,estudiarlo,0,1
11471,casualidadyo,0,1
11439,resentido,3,1
11461,goooooooooooooooooooooool,1,0
11432,dientes,3,7
11447,andando,2,0
11423,utiles,4,0
11465,proporcione,0,1
11442,easy,5,5
11428,soporto,2,2
11473,colocaba,0,1
11474,festivolo,0,1
11444,difficult,2,0
11476,lanchas,0,1
11418,lead,2,1
11466,afecte,0,2
11479,angiikstro,0,1
11480,lucasdlarosa,0,1
11437,llevame,2,2
11412,aprendices,4,0
11484,targeton,0,1
11467,positivamente,1,1
11433,cumplio,9,5
11410,luchogarzon,1,0
11483,candidatos,50,21
11435,descaro,3,3
11454,debiamos,1,2
11374,sena,32,7
11446,envidio,1,2
11460,ole,11,1
11453,cucho,1,2
11481,pidiendo,6,7
11485,encontradelmaltratoanimal,0,1
11486,detrasoye,0,1
11487,miratampoco,0,1
11489,nochabe,0,1
11492,solazo,0,2
11519,tuiteando,0,3
11550,rodillas,2,8
11494,carcumes,0,1
11498,okey,1,1
11543,faciles,2,2
11514,ca,3,3
11500,imperfeccion,0,1
11501,calooooor,0,1
11535,bajarle,1,2
11537,indicaday,0,1
11493,arena,7,4
11505,champetea,0,1
11506,martii,0,1
11508,cervecero,0,1
11509,yanosdesquitaremos,0,1
11507,aandreita2907,0,2
11515,poker,6,2
11511,guapetonaa,0,1
11512,picoo,0,1
11513,aleida,0,1
11562,nacer,8,5
11525,mafalda,0,3
11516,entrepanasserie,0,1
11499,recordaba,2,1
11502,porro,1,1
11520,ancianita,0,1
11521,debilmente,0,1
11532,majo,0,1
11503,adrianalucia,0,2
11488,traduzca,1,1
11518,margaritarosadf,2,1
11522,noten,0,2
11526,felizdescanso,0,1
11504,martinamusica,0,2
11528,multiplicas,0,1
11529,llanosinfronteras,0,1
11541,intelectuales,2,1
11534,iphones,0,2
11533,salidera,0,1
11558,aprendizaje,6,7
11544,pelea,10,7
11536,aanyiiacoosta,0,1
11523,cholovalderrama,0,1
11510,tambn,1,1
11495,rain,4,9
11490,chingada,1,1
11563,medios,36,18
11546,engancha,0,1
11547,engancharse,0,1
11548,280815one,0,1
11531,lealtad,6,3
11551,conquien,0,1
11517,respetos,6,6
2144,alto,28,23
11538,eramos,3,9
11497,positiva,10,6
11553,quieroyo,0,1
11556,asambleas,3,0
11559,promo,5,0
11554,asambleasdedios,2,0
11491,domingos,6,8
11540,holguin,3,1
11555,concilio,2,0
11496,embarazo,2,3
931,risa,25,41
11530,riqueza,5,5
11560,promocion,10,12
11542,divertidas,1,1
11539,sensacional,2,2
11524,llanero,0,1
11549,dedicar,3,2
11527,sumas,0,2
11545,nenita,0,2
11568,onapaugirona,1,0
11605,ucitrackwc,1,0
11570,lazos,2,3
11606,qualifying,1,0
11569,mirandomelos,2,0
11557,adoracion,5,1
11571,hiriendote,2,0
11572,clavos,2,0
11573,doliendotetu,2,0
11574,llaga,2,0
11577,adorando,1,0
11575,renuevos,2,0
11610,times,7,6
11580,1030,2,1
11581,radiowesley,2,0
11576,promocionando,4,0
11589,participando,9,4
11561,2do,7,4
11616,diesel,5,0
11587,locutor,1,0
11582,presentando,8,4
11622,journey,1,1
11592,danzaun,1,0
11588,recibiendo,4,6
11595,coach,2,0
11593,intrumento,1,0
11594,volveranacer,1,0
11596,carswell,1,0
11597,busy,1,0
11618,heading,2,0
11599,pointers,1,0
11611,onto,1,0
11613,against,6,0
11579,16,21,12
11614,danes,1,0
11615,cows,1,0
11617,variant,1,0
11591,latinoamericano,2,0
11619,tense,1,0
11620,rsavnzl,1,0
11621,teamallblacks,1,0
11583,presentarle,2,0
11623,ucicycling,1,0
11625,commence,1,0
11590,epicentro,3,1
11627,flights,1,0
11628,rider,1,0
11629,selection,1,0
11626,few,5,1
11604,calitwc,1,0
11567,skype,1,0
11612,round,5,0
11598,picking,1,1
11586,exelente,2,1
11600,steve,3,3
11584,coalo,4,0
11578,tocara,3,2
11585,zamorano,3,0
11631,oceanias,1,0
11632,allkiwi,1,0
11639,gold,6,0
11671,two,6,4
11637,oceaniatrack,1,0
11665,theyre,3,4
11640,aarongate,1,0
11641,86,1,0
11644,bronze,1,0
11645,jimmys,1,0
11647,whitebait,1,0
11648,fritters,1,0
11636,bathurst,2,0
11650,arvo,1,0
11651,invers,1,0
11601,cyclingnzl,2,0
11653,titles,1,0
11602,mens,3,0
11672,bikes,2,0
11655,oceania,1,0
11668,save,5,0
11657,opener,1,0
11607,nkergozou,2,0
11608,camkarwowski,2,0
11643,haydenroulston,2,0
11609,lukemudgway,3,0
173,fue,226,188
11663,canada,4,2
259,yo,577,1055
11658,tracklegs,1,0
11659,boards,1,0
11660,invercargill,1,0
11661,tp,1,0
11664,theflyingmullet,1,0
11666,buck,1,0
11667,gi,1,0
11669,operation,1,0
11670,fitting,1,0
11630,announced,2,2
11652,taking,2,2
11634,even,3,8
11603,pursuit,4,1
11662,thing,7,2
11654,sprint,4,0
11642,silver,1,0
11646,fresh,4,0
11635,missing,7,2
3675,challenge,6,3
11649,bad,8,4
11673,months,3,0
11724,queremosalosstones,0,2
11689,bumpy,1,0
11691,terrain,1,0
11688,schaalsels,3,0
11692,belgium,1,0
11693,logical,1,0
11695,steering,1,0
11696,wheel,1,0
11706,calavera,0,3
11690,czech,2,0
11699,skodanz,1,0
11736,muse,23,23
11656,champs,2,0
11700,nz,1,0
11701,medals,1,0
11702,incl,1,0
11633,podium,3,1
11638,race,4,1
11728,avance,7,4
11709,calaveras,0,1
11710,rondando,0,1
11704,talent,1,0
11711,carreton,0,1
11694,badge,2,0
11714,zebra,0,1
11716,komiyama,0,1
948,my,116,114
11717,foofighters,0,1
2404,from,63,35
11719,demuestres,0,1
2391,some,16,7
11721,bloquie,0,1
11735,millerlitecol,1,8
11726,gunsnroses,0,1
11727,altavoces,0,1
11697,route,1,0
11729,lunc,0,1
11730,barrilito,0,1
11733,lafestyeventos,0,1
11720,bloquearme,1,1
11737,glenns,0,1
11703,exciting,2,0
11698,successful,4,0
11713,chiacund,0,2
11715,maquillajes,2,2
11725,oir,10,7
11708,makeupartist,0,4
11723,confirmacion,0,2
11705,skull,1,2
11624,track,8,1
11734,elgalloesmuse,1,2
11722,esperemos,11,3
11731,cota,0,1
11707,calaca,2,2
11718,lanzamos,1,2
11676,action,5,0
11739,twdglenn,0,1
11740,broncaque,0,1
11764,delicia,8,5
11784,canales,1,1
11755,terreno,2,2
11744,lluviosas,0,1
11753,entregado,1,2
11783,emisoras,1,0
11778,escuchaste,1,0
11794,oxigenocali,1,1
11788,ayudenme,5,3
11750,aremos,0,1
11780,entrelaespadaylapared,1,0
11770,espectadorblogs,2,1
11751,desanimo,0,1
11768,cursos,2,1
11806,actualizacion,3,2
11781,idolo1,1,0
11798,cortas,1,3
11754,sanamitierrahenrypabon,0,1
11787,reporta,3,0
11746,supresenciaeninternethenrypabon,0,7
11808,faniticada,1,1
11756,supresenciaeninternet,0,1
11767,durisimo,1,1
11749,nobleza,0,3
11732,domicilio,5,3
11760,patente,0,1
11762,perettivideo,0,1
11763,leyendoconannie,0,1
11765,quejen,0,1
11743,sube,10,5
11802,hipocresia,1,4
11796,gripe,1,3
11738,alive,7,1
11801,quieto,1,3
11773,subirlas,1,0
11776,programen,1,1
11775,powerdeboston2,1,0
11782,08-nov-14,1,0
11795,colabora,1,3
11769,idiomas,2,1
11747,fruto,4,5
11786,jelozistas,1,0
1299,queremos,43,52
11766,montanas,7,4
11779,porti,2,0
11797,cocinando,2,2
11800,uhii,0,1
11810,yidis,2,1
11799,misericordias,0,2
11777,volverte,2,2
11792,lafmcali,1,0
11791,sientomiedo,2,0
11803,conocidas,0,1
11793,boomfm991,1,0
11809,tesis,5,4
11774,zumzum,5,0
11772,jelozmusic,9,0
11811,teodolindo,1,1
11804,intnal,1,0
11805,farmacovigilancia,1,0
11759,review,1,3
11807,farmacotoxicologia,1,0
11818,express,2,0
11790,laz1015,1,4
11785,campeona,2,1
11757,supresenciaigle,5,1
11816,better,9,10
11813,scientifically,1,0
11814,proven,1,0
11815,flirt,1,0
11812,autosobornaron,1,1
11817,bivideo,1,0
11742,dorado,32,8
11761,frank,6,3
11820,repress,1,0
11758,book,3,2
11771,espiritus,2,2
11789,finalizamos,4,1
11748,caracteriza,1,2
11741,creadores,1,4
11745,sanamitierra,0,9
11821,definitely,4,1
11822,hlodowig,1,0
11823,acompanas,1,0
11837,placa,8,3
11826,sodomita,1,0
11828,nearby,1,0
11829,drivers,1,0
11827,helped,1,1
11849,male,2,0
11836,bco,1,0
11838,itn819,1,0
11834,drive,4,1
11856,antiguo,7,0
11841,policiamedellin,1,0
11842,malitos,1,0
11843,asqelosos,1,0
11844,bayan,1,0
11845,pelile,1,0
11846,jaloguin,1,0
11847,asu,1,0
11848,chingala,1,0
11824,antro,2,0
11850,joyeux,1,0
11851,cote,1,0
11852,maison,1,0
11853,doitinparis,1,0
11854,citrouille,1,0
11855,fantome,1,0
11857,testamento,1,0
11858,culebron,1,0
11859,lusitania,1,0
11860,beneficiara,1,0
11864,44,11,2
11831,heavy,3,0
11865,coast,1,0
11835,chevrolet,8,4
11825,gay,11,3
11867,tubiencomo,2,0
11866,vasbien,3,0
11868,tubienuna,1,0
11870,katekokkinaki,1,0
11871,nowadays,1,0
11862,earthquake,1,0
11863,mb,1,1
11819,yourself,7,2
11840,oreja,2,4
11861,900,3,2
11872,facultad,4,1
11832,traffic,1,1
11869,acuesta,2,1
11830,reporting,2,0
11833,waze,13,4
11839,abandonado,1,2
11873,medicinaudea,1,0
11874,ciemtoudea,1,0
11875,toxicologia,1,0
11876,3003038000,1,0
11947,vomitar,3,4
11958,reik,0,2
11955,volcan,1,1
11880,hahahahahaque,1,0
11881,maryposaaccesorios,1,0
11882,mariapitoxsiemprehehehe,1,0
11883,gabi,1,0
11884,losquilla,1,0
11917,biggest,0,1
11879,600,6,2
11887,abi,1,0
11888,babela,1,0
11889,totia,1,0
11940,radical,11,3
11891,ayyyyyyvictormarenco,1,0
11892,luisemovilla,1,0
11926,vendran,5,2
11925,demuestren,1,2
11919,wonkeye,0,1
11941,regiones,10,2
11890,victormarenco,4,0
11896,imagenfenomenos,1,0
11897,dosaunque,1,0
11935,jesse,2,3
11946,dumekgobernador,2,2
11886,princesita,1,2
11901,bocaaaaaaapodran,1,0
11902,imitarnos,1,0
11903,igualarnos,1,0
11904,jamasva,1,0
11885,delialeyton,3,0
11906,mudomental,1,0
11907,hahahsha,1,0
11908,tantoone,0,1
11939,presidencia,3,2
11911,sonriendome,0,1
11912,demaciadoabasedebesos,0,1
11913,especialidad,0,1
11914,maaaaaassss,0,1
11928,sister,0,3
11893,pongo,10,18
11895,empeza,1,0
11944,acabando,7,5
11922,happybirthdaykatyperry,0,1
11923,katyperryforum,0,1
11924,bonitame,0,1
11953,caifanes,1,1
11909,direction,1,4
11927,amistadhermanda,0,1
11921,katyperry,11,4
11910,abasedebesos,0,4
11929,oigayesenia,0,1
11930,extremistas,0,1
11931,ose,0,1
11932,desestabilizarte,0,1
11915,imagine,0,6
11934,procurando,0,1
11950,gerrero,0,1
11938,percudido,0,1
11952,ave,4,7
11899,ganaste,3,0
11894,latigo,5,0
11920,read,5,3
11905,decime,3,0
11918,ur,1,5
11945,quintoalcalde,0,1
11948,embolato,0,1
11942,gobernando,1,1
11937,abbymendoza,0,2
11959,trates,2,3
11936,joy,1,3
11949,quinto,2,1
11954,nervio,0,1
11916,afortunado,0,2
11943,uribismo,14,5
11877,gopdebate,1,1
11957,flamingos,0,1
11878,pue,3,0
11933,vibora,2,1
11900,libertadores,4,0
11963,conexion,4,4
12017,cedritos,5,3
11964,ignorarian,0,1
11965,chateo,0,1
11967,comunican,0,1
11968,fax,0,1
12024,probando,9,4
11970,aristoteles,0,1
12002,alegando,2,0
11988,greatest,2,3
11974,sneider,0,1
11961,oculta,2,1
11976,9606,0,1
12005,determinate,1,0
11991,enamoran,3,8
11997,animate,7,1
11977,major,1,1
11992,vender,5,6
11985,stuff,2,1
11981,schilling,0,1
11982,whata,0,1
11956,bunbury,0,4
11960,november,5,12
11989,hits,2,5
11978,tom,5,1
12027,wok,4,1
11962,chulitos,0,2
11966,propios,6,5
11990,cactus,0,1
12006,arrancar,4,0
12003,altera,3,0
12007,ganadores,14,7
11993,encuentrassi,1,0
11995,emprendemos,1,0
11996,descubrirlo,1,0
11983,wonderful,3,3
11998,selectiva,1,0
11972,beca,1,2
12012,marketing,11,11
11980,peter,1,2
11986,kids,17,10
11951,nowplaying,16,12
12032,clinica,24,12
12019,filo,0,2
12008,josebobadilla,1,0
12009,educate,1,0
12010,dependiera,1,0
12001,catastrofe,3,0
12035,chapinero,10,4
12000,tenerla,4,3
12034,bakery,0,1
12014,inbox,2,1
12016,activese,0,1
12036,dc,21,12
12028,93,11,9
11971,ocurrido,2,2
12013,seguiran,3,2
11984,wonders,1,1
12022,organicas,0,1
11979,comming,1,1
12025,uchuva,0,1
12026,pimenton,0,1
11994,entiendes,2,1
11973,punaladas,1,2
11975,jumbo,1,1
12021,mermeladas,1,1
12004,empresario,7,2
12020,mena,1,1
12033,brot,0,1
11969,wow,4,10
12011,network,2,0
12018,preparacion,3,4
11999,saludable,8,3
11987,block,0,3
12023,icaro,1,1
12015,palermo,3,3
12029,restaurantewok,1,1
12030,zur,0,1
12031,parkway,0,1
12037,bagatelle,0,1
12052,certamen,0,1
12038,espacios,6,6
12083,termicas,2,1
12043,impuso,0,1
12051,elegidos,2,5
12042,organizado,5,2
12049,pilasconelvoto,0,1
12093,presupuesto,8,4
12071,tierras,5,0
12044,pese,1,3
12054,jungla,0,1
12055,kumba,0,1
12056,dogmatica,1,0
12057,practicantes,1,0
12085,combustible,6,0
12076,kiko,2,0
12061,camas,1,0
12072,perseguido,1,0
12064,estructurales,1,0
12065,complejatramitologia,1,0
12058,sobrevivientes,1,0
12068,exequiales,1,0
12088,formar,3,0
12073,gacetilleros,1,0
12074,glorias,1,0
12075,fotograficas,1,0
12067,novedosa,1,1
12077,enjuicia,1,0
12078,huerfana,1,0
12070,llovio,6,0
12082,centrales,3,0
12084,funcionanfalta,1,0
12086,fanaticosevoquemos,1,0
12087,espectros,1,0
12089,mudas,1,0
12090,legiones,1,0
12091,jacta,1,0
12046,operaciones,2,1
12094,eduque,1,0
12095,llinas,1,0
292,cosas,223,331
12081,revistasemana,40,20
12050,felicita,0,3
12059,dinosaurios,3,1
12053,ataco,2,1
12063,requiere,9,9
12069,loteria,1,0
12062,hospital,23,5
12039,locales,3,3
12096,mijamores,1,1
12092,posee,2,1
12048,irregularidades,1,1
12047,moe,1,1
12060,tramites,3,0
12041,crimen,7,5
12080,asesinaron,3,1
12040,sitios,1,2
12079,revelar,3,0
12045,mockus,7,3
12098,condorcondores,1,0
12099,entierran,1,0
12100,disenado,1,0
12104,desconocen,2,3
12102,renuevo,1,0
12106,recibidos,1,0
12111,laureano,3,4
12154,remate,4,0
12118,conservadores,2,0
12110,sectario,1,0
12146,salva,4,3
12112,pluralismo,1,0
12113,formaciones,1,0
12114,guerrilleras,1,0
12115,marxistas,1,0
12126,investigacion,24,6
12101,exclusion,1,0
12119,tenencia,1,0
12157,cupo,5,2
12122,federalistas,1,0
12120,data,7,1
12158,troncal,1,1
12116,pertenecen,3,0
12129,andreslevyc,1,0
12130,abeljuyoo,1,0
12131,codazziestas,1,0
12132,desastrosa,1,0
12134,ofamiliasaccion,1,0
12151,congresistas,6,3
12145,robando,3,1
12152,abren,3,2
12143,justifica,3,1
12139,dejados,1,0
12140,bosconia,1,0
12141,gnador,1,0
12144,prensagobcesar,1,0
12103,sectarismo,3,0
12156,politico,29,11
12147,chichiquinteror,1,0
12133,dpsjovenes,1,0
12149,ohh,1,3
12142,tirado,3,3
12124,dptodelcesar,2,0
12121,centralistas,2,0
12153,avenido,1,0
12155,endosa,1,0
12137,duenos,9,5
12109,revela,7,4
12150,desperdicio,6,1
12127,mandatarios,4,1
12105,producto,8,3
12136,exigir,4,2
12117,liberales,2,1
12107,madrazo,1,1
12108,incluido,5,0
12135,alcaldiavpar,2,2
12097,conflictos,3,1
12128,capturas,4,0
12123,traera,2,2
12148,machadosapa,2,0
12159,poseen,1,0
12190,habran,3,1
12191,podran,9,7
12162,mikepalacio68,1,0
12164,llmarquezr,1,0
12213,pasaje,2,1
12222,ries,1,3
12229,skate,1,1
12180,panamericana,1,0
12170,monarquia,1,0
12210,borrar,1,12
12185,almacenes,2,2
12173,monsalvo,1,0
12174,embrutecieron,1,0
12200,medrano,1,11
12176,clonacion,1,0
12187,fredyssocarrasr,8,1
12195,seguimiento,3,3
12125,valiedupar,7,0
12182,retiran,1,1
12179,arturocalderonr,11,0
12211,escribi,3,3
12184,boicotear,1,0
12175,trasteo,3,1
12165,johnbolivaracos,2,0
12186,saulmralcalde,1,0
12161,subsidios,4,0
12188,manejado,1,0
12201,dedicaron,1,2
12163,ponchoa21,2,0
12172,brutos,1,2
12192,instancias,1,0
12237,gatito,0,9
12212,ganan,7,7
12171,elegido,10,4
12183,troll,4,1
12196,queriendote,0,1
12197,echandote,0,1
12218,despacio,2,4
12207,quedaran,3,2
12169,contratacion,4,0
12194,solicitando,2,0
12203,jelvinbebo,0,1
12205,odiaran,0,1
12199,manuelmedrano,4,1
12209,involucrar,0,1
12166,tuvalledupar,1,2
12204,amara,0,2
12160,combustibles,3,0
12202,posibles,2,5
12214,decepcionarse,0,1
12215,masy,0,1
12216,amargarte,0,1
12217,beses,0,1
12223,incomoda,1,3
12219,3catrina,0,1
12220,ajsjsbdjd,0,1
12221,rizas,0,1
12138,eds,4,0
12231,puno,3,2
12198,manuelmdrano,23,13
12225,tanto3,0,1
12226,dayanna322,0,1
12228,lovei,0,1
12168,entregas,2,1
12224,abibieth,0,2
12230,murmuracion,0,1
12193,nacionales,4,3
12232,teamo3,0,1
12233,indiferencias,0,1
12234,renunciare,0,1
12235,quierooooooooo,0,1
12236,muxho,0,1
12177,cedulas,4,1
12227,ahs,2,1
12206,sepan,0,5
12178,fraude,21,7
12189,finca,5,2
12167,financio,1,0
12181,librerias,2,1
12208,iran,0,2
12240,ellammmmno,0,1
12242,overload,0,1
12244,pugsnkisses84,0,1
