ID,PALABRA,MASCULINO,FEMENINO
118,local,18,3
33176,3135169573,0,0
33165,6688274,0,0
33158,stonearmycol,0,1
33200,teletransportacion,0,0
33185,fri,0,1
33222,comment,0,1
33223,est,0,1
5850,exclusivos,1,2
33205,bogoshorts,0,0
33213,yichien,0,0
33214,chen,0,0
33210,bogoshortssessions,0,0
33211,cinematecadb,0,0
15776,pasarela,2,1
5822,novias,1,6
33216,cortometrajes,0,0
33217,del13o,0,0
33167,boda,1,2
33218,formatos,0,0
33219,borghi,0,0
33224,climat,0,1
33225,novembreladevita12,0,1
33226,osamarb,0,1
33196,sorprender,0,2
33229,3399valentina,0,1
33230,brevas,0,1
33231,novembre,0,1
33233,naissance,0,1
33234,fabrice,0,1
33235,luchini,0,1
33201,zipacon,1,0
33208,short,1,0
33147,bocattomegaland,0,4
33164,tel,3,17
33236,acteur,0,1
33237,parenthese,0,1
33238,enchantee,0,1
33239,chemin,0,1
33240,bouleau,0,1
33242,avec,0,1
33243,belle,0,1
33244,conception,0,1
33281,accedas,1,0
33245,spectaculaire,0,2
33247,paysage,0,1
33248,winterladevita12,0,1
33228,yolandavdzee,0,2
33227,hananadam2tt,0,2
33249,tissages,0,1
33250,peinture,0,1
33251,reflexionkimkaosdk,0,1
33252,gaborbonniere,0,1
33255,delpieroale,0,1
33256,gianluigibuffon,0,1
33257,pirloofficial,0,1
33259,juventusday,0,1
33260,disparue,0,1
33261,lhistoire,0,1
33289,sobrevalorado,2,0
33263,fils,0,1
33264,voudraient,0,1
33265,comprendre,0,1
33266,peres,0,1
33267,pasolini,0,1
33268,assassine,0,1
33269,ans,0,1
33271,wicked,0,1
33299,paulidavila,2,2
33276,merecian,1,0
33277,mugrosos,1,0
33279,completaron,1,0
33280,colombianizacion,1,0
33282,arribismo,1,0
33283,desclasarse,1,0
33284,salpican,1,0
33285,falsospositivos,1,0
33286,luminoso,1,0
33287,notiwtf,1,0
33288,bailarla,1,0
33298,morenokarlos,2,1
33291,dandoles,1,0
33270,spooky,2,4
33293,retoy,1,0
33294,proimagenes,1,0
33262,passion,3,3
33272,works,1,1
33295,caicediana,1,0
33296,noiseyco,1,0
33273,pinterest,0,1
33297,incomunica,1,0
33300,llenate,1,0
33301,marranitas,1,0
33302,aborrajados,1,0
33254,mariacastro1111,0,1
33290,rubia,2,1
33292,detengas,1,1
33278,comunistas,1,0
33253,cnicoqc,0,2
33274,board,1,1
33258,alltime,0,2
33275,normalistas,1,0
33303,mencionando,1,0
33305,pepino,1,0
33307,13c88,0,0
33334,mostly,0,0
33324,67wind,0,0
33314,536pm,0,0
33341,fallingvisibility,0,0
33306,drizzle,0,0
33342,cloudytemperature,0,0
33321,drizzletemperature,0,0
33329,5kmh,0,0
33328,12c94,0,0
33333,536pmtodays,0,0
33335,2212ctomorrow,0,0
33338,13c,0,0
33339,12cwind,0,0
21821,soyqvlm,10,4
33304,salas,1,4
33343,15c,0,0
33344,13chumidity,0,0
21820,somosmuchas,12,8
33320,cloudy,2,0
33346,13kmh,0,0
33347,5kmhpressure,0,0
33322,17c,0,0
33323,15chumidity,0,0
33369,10c,0,0
33326,13kmhpressure,0,0
33330,6km,0,0
33327,17c68,0,0
33336,2012c,0,0
33353,22c,0,0
33354,17chumidity,0,0
33355,72wind,0,0
33357,13kmhvisibility,0,0
33358,21c,0,0
33359,22chumidity,0,0
33360,31wind,0,0
33350,risingvisibility,0,0
33361,21c35,0,0
33351,8km,0,0
33325,3kmh,0,0
33340,8kmhpressure,0,0
33363,12chumidity,0,0
33348,82wind,0,0
33319,partly,0,0
33364,6c100,0,0
33331,540am,0,0
33366,2412ctomorrow,0,0
33318,1912c,0,0
33367,400amtemperature,0,0
33368,8c,0,0
33362,6c,0,0
33309,11kmh,0,0
33352,537pm,0,0
33315,sunsettomorrows,0,0
33308,humidity,0,0
33310,visibility,0,0
33311,10km,0,0
33312,pressure,0,0
33332,sunrisesunset,0,0
33365,537pmtodays,0,0
33316,forecast,0,0
33317,thunderstorms,0,0
33349,10kmh,0,0
33370,8chumidity,0,0
33371,93pressure,0,0
33442,elfuturodebogota,0,0
33373,10chumidity,0,0
33345,94wind,0,0
33439,imperdibles,0,0
33313,1015mb,0,0
33375,bogotasinmiedo,0,0
33376,bogotacomoteamo,0,0
33377,bogotaapie,0,0
33378,aierta,0,0
33379,apreciacion,0,0
33380,ernestocortes28,0,0
33381,pensarcolejercito,0,0
33413,lavillabogota,0,0
33383,sedamos,0,0
33384,pitemos,0,0
33385,indebidos,0,0
33386,civilizados,0,0
33387,sonriamos,0,0
33391,trasladar,0,0
33394,inhibio,0,0
33399,revocatoria,0,0
33395,rodearemos,0,0
33382,empoderemonos,0,0
33396,retomara,0,0
33434,educacionbogota,3,2
33427,suramerica,1,0
33400,artesanales,0,0
33401,21-nov,0,0
33402,nochedehalloween,0,0
33403,notaswc,0,0
33404,panpayaco,0,0
33397,preferencia,2,0
33390,faja,0,0
33426,empaques,0,0
33389,callados,1,0
33411,cafelibro,0,0
33412,rocknstop,0,0
33414,operabogota,0,0
33415,minosgourmetbar,0,0
33416,yoimaginobogota,0,0
33418,calimedellinbarranquilla,0,0
33419,bucaramangavia,0,0
33421,cafeteatroptu,0,0
33422,hidratacion,0,1
33374,3kmhpressure,0,0
33425,programese,0,0
33337,temperature,0,0
33428,andinapack,0,0
33417,gogh,0,0
33372,19c,0,0
33429,bogotahalloween,0,0
33430,festivalmusic,0,0
33431,videomarketing,0,0
33356,8kmh,0,0
33407,triqui,4,0
33408,2028065,0,0
33409,estamosdeplan,0,0
33410,goguiadeocio,0,0
33432,cine3er,0,0
33433,bogotasimonubta2015,0,0
33406,camaracomerbog,0,0
33424,terrorificamente,1,0
33392,consumidores,2,0
33437,cumpleanosvideo,0,0
33438,bogota2,0,0
33405,visitando,2,1
33440,2016rollingstones,0,0
33441,ymatisyahu,0,0
33398,mostraron,0,0
33393,generadoras,1,1
33420,larepublicaco,1,1
33388,bogotacomoteamolizcanojoaquin,0,0
33423,bogotacarexpo,0,0
33443,100bilingue,0,0
33444,publicosbogotanidad,0,0
33436,tabogotv,0,0
33445,bogotael,0,0
33446,sofa201529,0,0
33447,musemusebogota,0,0
33448,dronesdeezer,0,0
33450,espanolvideo,0,0
33451,bogota1er,0,0
33452,cortometrajescine,0,0
33453,2015cineconloquehay,0,0
33454,bogotaconcierto,0,0
33455,bandacolombiana,0,0
33456,psicoactivobanden,0,0
33457,teatrovmayor,0,0
33458,bogotamanana,0,0
33459,octubreel,0,0
33460,gloriadiazmbogota,0,0
33461,concejalrecuperemosbogota,0,0
33462,bogotanuestros,0,0
33463,capitalorgullo,0,0
33464,colombianoesta,0,0
33465,enriquepenalosabogota,0,0
33466,equipoxbogotamucha,0,0
33467,bogotanidadrecuperemosbogota,0,0
33468,bogotaconmueve,0,0
33435,bogotanidad,0,0
33510,barbarie,1,0
33472,hummin,0,1
33449,subtitulos,0,1
33471,afternoons,0,2
33473,hummingbird,0,1
33503,juernes,2,0
33498,gritaremos,0,0
33499,golllllte,0,0
33500,puestaen,0,0
33480,bea,0,1
33481,discover,0,1
33477,small,0,2
33474,drinking,2,1
33479,outskirts,0,2
33501,perulos,0,0
33502,100pm,0,0
33486,refajo,0,1
33514,danielsanin1,1,1
33484,tintos,0,2
33485,aromatica,0,2
33487,herbal,0,1
33518,comprado,2,0
33488,cartagening,0,1
33469,bogotastical,0,5
33522,ilimitadas,2,0
33490,quaint,0,2
33491,lacandelaria,0,2
33492,chorrodequevedo,0,1
33493,colombias,0,1
33494,affair,0,1
33496,flavorsofbogota,0,1
33523,decretos,3,0
33497,bohemiobeer,0,0
33513,iadossa,1,0
33504,mandare,0,1
33505,arruino,0,1
33506,arrebaten,0,1
33507,mendigue,0,1
33508,problemaricardo,0,1
33509,irregularmente,1,0
33512,dcabellor,7,0
33483,colombians,1,3
33519,guillermo,7,2
33517,avergonzado,1,0
33482,closed,2,1
33475,67,0,2
33520,iracunda,1,0
33511,refiere,1,0
33516,esenciales,1,1
33521,resignado,1,1
33489,began,0,2
33478,colonial,2,3
33470,usual,1,2
33476,villadeleyva,0,4
33524,delirante,1,0
33495,arepas,0,4
620,bar,30,18
33526,preguntandousted,1,0
33527,prensatv,1,0
33528,palominoya,1,0
33529,equivocion,1,0
33515,refrendacion,2,0
33531,osorioestuvieron,1,0
33532,activosmiedo,1,0
33533,upegui1617,1,0
33534,gurozu,1,0
33535,hazava,1,0
33536,enfermizo,1,0
33537,idiotasvotamos,1,0
33538,derrotamos,1,0
33539,bandasomos,1,0
33540,berracosfelicitaci,1,0
33541,loqueesconlapazesconmigo,1,0
33542,avalado,1,0
33543,solidaria,1,0
33544,ciclismoque,1,0
33545,fedeciclismo,1,0
33546,especilizada,1,0
33547,ciclismosobre,1,0
33548,colombiaoigo,1,0
33549,collo,1,0
33550,bienhector,1,0
33551,urregojose,1,0
33552,ovidio,1,0
33553,gonsalez,1,0
33554,ccuando,1,0
33555,julmirand,1,0
33557,coequipero,1,0
33559,pisones,0,0
33560,tesoros,0,0
33561,preciados,0,0
33563,paralebolas,0,0
33565,caribeno,0,0
33567,asombrar,0,0
33525,aulicos,2,0
33569,bollazos,0,0
33571,alexquessep,0,0
33556,caidadelatorre,1,1
33574,areandinavpar,0,0
33576,transportes,0,0
33558,zenu,1,0
33577,bastimento,0,0
33578,bogas,0,0
33579,majagua,0,0
33580,lapiragua,0,0
33575,elcaribesabe,0,0
33581,areandina,0,0
33583,yoquiero,0,2
33582,upar,0,0
33573,elsabordeldiseno,0,0
33584,libretas,0,0
33585,bolololisticas,0,0
33586,191k,0,0
33570,concluye,0,1
33568,agradecemos,0,3
33572,paulasilvadiaz,0,0
33566,tedxbaq,0,0
33530,nidia,4,0
33627,recordandonos,1,0
33587,lele,0,0
33597,insthumboldt,1,0
33589,chimbumbecaribepostmortem,0,0
33590,tambor,0,0
33591,palenquecaribepostmortem,0,0
33599,monte,1,0
33593,lobito,0,0
33594,soltando,0,0
33595,despistar,0,0
33596,depredadores,0,0
33601,insidias,2,2
33598,recientesestudiosdicen,0,0
33602,enganos,2,2
33600,gallinazos,0,0
33562,caribepostmortem,0,0
33603,apoyoen,0,1
33604,creerhoy,0,1
33606,congote,0,1
33608,recogidas,0,1
33610,alcaldepilasconelvoto,0,1
33607,elbelloquequeremos,0,2
33611,quennn,0,1
33629,chocuana,1,0
33614,elpandaman,0,1
33630,bombysonbata,1,0
33612,afterland,0,3
33615,flavorallstars,0,2
33631,jhonsonbata,1,0
33617,juajuajuajuajuajuajua,0,2
33618,vigiadelfuerte,1,0
33621,ievigiadelfuerte,1,0
33622,calentura,1,0
33623,subelo,1,0
33624,bajalo,1,0
33625,empujalo,1,0
33626,bojaya,1,0
33632,miguelsonbata,1,0
33616,bling,0,4
33634,gustanana,1,0
33588,mame,1,0
33636,alexys,1,0
33620,territoriodesuenos,5,0
33638,masqueruku,1,0
33639,rioatrato,1,0
33633,vigia,4,0
33642,territoriodesunos,1,0
33619,locuratotal,3,0
33641,niggastyle,2,0
33640,bombystyle,2,0
33643,trasciende,1,0
33644,persegui,1,0
33645,bantusonbata,1,0
33628,atrato,1,0
33609,correctamente,0,2
33592,1o,3,0
33605,resta,1,2
33637,zafate,1,1
33613,tematico,1,3
33646,repostappun,1,0
33707,halloweenparty,0,1
33711,compensar,0,3
33648,repostappsolo,1,0
33649,sentiremos,1,0
33730,gallinas,2,0
33685,interese,0,1
33704,enfadas,0,2
33653,maquinando,1,0
33654,miamisonbata,1,0
33635,lctt,4,0
33655,conbuenacompania,0,1
33656,tevoyaextranarpicoscafe,0,1
33657,buuu,0,1
33658,seuss,0,1
33660,depositaron,0,1
33709,pinup,1,3
33661,avocate,0,1
33662,vasallo,0,1
33663,errrrrrrda,0,1
33664,queboleta,0,1
33665,muerevallenatohorrible,0,1
33666,piuuupiuuu,0,1
33667,gray,0,1
33668,doriandemicorazon,0,1
33669,mimejoramigasejuepachile,0,1
33670,caradenalgaaguadaguada,0,1
33671,kapadoca03,0,1
33672,eww,0,1
33673,latula,0,1
33674,novaspalmasters,0,1
33675,lucil,0,1
33723,meli,2,0
33677,nomemuerdasmalparido,0,1
33678,brillantemente,0,1
33679,carpe,0,1
33680,diem,0,1
33681,analices,0,1
33659,milemur,0,2
33682,lemurosos,0,1
33683,operaciondespegue,0,1
33684,agnostica,0,1
33691,parcera,0,2
33686,tequierobogota,0,1
33687,meregalaronunaguacate,0,1
33688,barbies,0,1
33689,peleo,0,1
33690,alcaso,0,1
33693,empanadita,0,1
33694,estezada,0,1
33695,sima,0,1
33696,irregulares,0,1
33697,iluminaciono,0,1
33698,preferiras,0,1
33699,paces,0,1
33708,laventanadelat,2,1
33701,adivina,0,1
33702,agarrarlo,0,1
33703,comprendan,0,1
33719,personalizado,0,3
33706,prettyboy,0,1
33700,enfadado,0,2
33692,porfis,0,2
33651,sonbatac13,3,0
33710,quedando,0,1
33713,ramos,4,5
33650,comuna13,1,0
33652,casakolacho,1,0
33712,alistandome,0,1
33722,riber,2,0
33715,charlacis,0,1
33716,juanfeyepes,0,1
33717,mjlievano,0,1
33718,disanspe,0,1
33724,descensos,1,0
33714,nelsongonzalez,0,2
33647,cesarlopezmusic,4,0
33729,festejan,2,0
33721,colaborativa,0,1
33725,remera,1,0
33726,erbes,1,0
33727,escritorios,1,0
33728,dedicamos,1,0
33676,luciano,1,1
33705,mandarlo,0,2
33731,danistone25,1,0
33732,pariooooo,1,0
33720,curaduria,0,1
33733,saltase,1,0
33734,necesitaban,1,0
33735,bostero,1,0
33736,booooooooooooooooocaaaaaaaaaa,1,0
33737,bomboneraboca,1,0
33738,tigreboca,1,0
33771,kenelkvrass,2,0
33772,yaderkvrass,2,0
33741,mecusab,1,0
33743,disponemos,1,0
33740,laalianzatestifica,4,0
33744,ebenezer,1,0
33766,giras,2,1
33746,coromoro,1,0
33739,laalianzaco,3,0
33747,oregon,1,0
33749,libresoficial,1,0
33750,ricardoariasm,1,0
33752,infiltradas,1,0
33754,tgcesp,1,0
33757,siguemeytesigodevuelta,0,1
33755,marianaabonilla,0,2
33759,wucleon,0,1
33758,bonillern,0,3
33756,editando,0,3
33760,especialmultimedia,1,0
33761,paulbolano,1,0
33762,bonnymaestre,1,0
33763,chatariano,1,0
33764,caroceler,1,0
33765,cesarpor,1,0
33767,picara,1,0
33768,aprendeaescuchar,1,0
33769,ep44,1,0
33770,taylocagrupokvrass,1,0
33788,exposicionescali,0,0
33789,caliescali,0,0
33793,ejemplar,1,1
33779,696,1,0
33780,8825,1,0
33774,octubresuzuki,2,0
33790,acodo,0,0
33777,693,2,0
33778,5715,2,0
33782,gixxerpide,1,0
33783,manejosuzuki,1,0
33791,olmochino,0,0
33784,visitasuzuki,1,0
33775,96cel,3,0
33776,320,4,0
33799,soleada,0,2
33748,ei,1,1
33792,proporciones,0,0
33795,shakan,0,0
33781,suzuki,5,0
33798,disfrtando,0,0
33800,flaviasdel,0,0
33801,jaboticaba,0,0
33802,myrciariacauliflora,0,0
33803,moyogui,0,0
33805,bonsais,0,0
33806,mames,0,0
33742,campamento,4,0
33751,catolicas,2,0
4129,campeon,71,14
33785,automatica,1,0
33745,projimo,2,0
33753,evangelica,2,0
33773,campillokvrass,1,1
33842,everett,0,0
33809,portulacaria,0,0
33810,afra,0,0
33855,competition,1,0
33811,caliorquideas2015,0,0
33813,zoocial,0,0
33814,caliorquideas2014,0,0
33815,ciudadjardin,0,0
33816,penjing,0,0
33817,serissas,0,0
33818,chinas,0,0
33843,goosebumps,0,0
33807,jade,0,0
33808,dwarf,0,0
33820,portulacariaafra,0,0
33821,iniciada,0,0
33823,kengai,0,0
33844,stine,0,0
33833,bookstores,0,0
33825,floracion,0,0
33826,avenidaroosevelt,0,0
33827,diamundialcontraelcancerdeseno,0,0
33819,forest,0,0
33828,followme,0,0
33787,expobonsai,0,0
33831,fury,0,0
33832,lj,0,0
33812,adncali,0,0
33857,colorfull,1,0
33829,vampire,0,0
33830,diaries,0,0
33835,struggle,0,0
33858,snapdragon,1,0
33836,wizards,0,0
33837,rawson,0,0
33824,guayacan,0,1
33838,vampires,0,0
33839,sachar,0,0
33840,victorian,0,0
33841,felicity,0,0
33845,curiousclassroom,0,0
33847,smarttech,0,0
33848,chromebooks,0,0
33849,desks,0,0
33850,coloring,0,0
33851,purposes,0,0
33834,awakening,0,1
33852,booksnbooksltda,0,0
33846,contest,0,1
33860,bellaroses,1,0
33861,roseconnection,1,0
33862,ecuadorian,1,0
33853,libreria,1,0
33786,pance,3,0
33863,delphinium,1,0
33822,cascada,1,0
33864,valleflor,1,0
33866,spyders,1,0
33868,chrysanthemum,1,0
33869,varieties,1,0
33867,jardinesdelosandes,2,0
33906,prohibirme,0,1
33865,tinted,2,0
33871,pompoms,1,0
33907,suspiros,0,1
33872,floresdelosandes,1,0
33873,agromonte,1,0
33874,flowers,1,0
33875,matina,1,0
33909,uhhh,0,1
33910,vedad,0,1
33911,logi,0,1
33870,importers,5,0
33859,wholesaler,10,0
33856,rainbowlanflowerscorpny,9,0
33887,zulia,2,1
33908,maquillar,0,2
33854,proflora2015,13,0
33886,cono,0,3
33880,csrracing,2,0
33881,nqm,0,1
33882,mardita,0,1
33883,coyoelamadre,0,1
33884,superheroes,3,5
33931,recomendadas,0,0
33888,visito,1,1
33912,ausentarse,0,1
33890,silviacquero,0,1
33891,slutty,0,1
33892,andrew,0,1
33889,diosmio,0,3
33913,desploma,0,1
33894,yinyang,0,1
33895,biebers,0,1
33896,buzzfeeders,0,1
33897,princesses,0,1
33898,bachaqueras,0,1
33899,preparations,0,1
33900,pt,0,1
33893,boomboompau,0,2
33901,aaaactivaaaciooon,0,1
33902,mees,0,1
33904,bebeee,0,1
33905,wiiiin,0,1
33914,biche,0,0
33918,fernandobotero,0,0
33919,1932,0,0
33920,oleo,0,0
33921,lienzorealmente,0,0
33923,bogotatenemos,0,0
33924,orquideas,0,0
33916,viajandoacualquierlugar,0,0
33925,esc,0,0
33926,ext,0,0
33927,aerodromo,0,0
33928,pals,0,0
33929,endcostabrava,0,0
33930,timesburg,0,0
33922,modernidad,0,1
33885,voladores,1,2
33936,charquito,0,0
33937,travelingtraveladdict,0,0
33878,seat,1,2
33903,feriado,1,1
33877,proflora,1,0
33876,exposhow,2,0
33915,tremendamente,0,1
33879,flight,3,1
33938,nerja,0,0
33964,desgranado,1,0
33941,perruno,0,0
33942,losencants,0,0
33965,tartara,1,0
33982,roar,3,0
33967,luchoalcalde,1,0
33988,juankhamb,1,0
33943,vitoria,0,0
33968,angiepizarroari,1,0
33969,sseeeeeeeeeeeeeeeeeeeeeentirrrrrrrrrrrrrrr,1,0
33958,borisescorcia1,5,0
33995,sanooo,1,0
33971,borismoralesblog,1,0
33991,staff,2,0
33973,twist,1,0
33946,residencias,0,0
33947,ubicada,0,0
33948,montjuic,0,0
33944,palau,0,0
33945,guell,0,0
33974,30mil,1,0
33975,humility,1,0
33976,effective,1,0
33949,cannes,0,0
33932,visitfrance,0,0
33977,application,1,0
33978,buffers,1,0
33935,foodtravelchat,0,0
33985,juancmejiallano,2,1
33940,spain,3,1
33933,ttot,0,0
33934,instagallery,0,0
33917,blogborgeavenue,0,0
34008,sento,1,1
33951,trazo,1,0
33952,perdernos,1,0
33998,wasap,2,0
33954,majomateus9,1,0
33955,50mil,1,0
33981,horse,1,1
33957,favoritosssssss,1,0
33959,miguelcelin1,1,0
33960,hectordelhaoz,1,0
33961,juankfontalvo,1,0
33962,luischarrisftvo,1,0
33963,amigooo,1,0
33989,juankescucuta,1,0
34015,miden,0,2
33996,ensqua,1,0
33953,veame,1,1
33980,borismorales,3,0
33983,yeniizc,1,0
33984,quillla,1,0
34016,morder,1,1
33986,marketingcucuta,1,0
33972,covers,2,0
34006,insegura,0,1
33990,pwt,1,0
33987,compartido,2,0
33992,katycats,1,0
33970,nuevopost,2,0
33993,gad,1,0
33994,lvk,1,0
34010,sleepy,1,1
33999,toga,1,0
33979,hero,2,0
33956,farruko,4,1
34003,mani,1,0
34004,brandodonado,1,0
34009,depresionnnn,0,1
34005,teemos,1,0
33939,visitspain,0,0
34011,lips,0,1
33997,borrero2014,5,0
34000,alexdavidbf,3,0
34001,estivensonurban,4,0
34002,santyschez,4,0
34012,swollen,0,1
34013,yare,0,1
34014,suits,0,1
34007,bestial,0,1
34017,disparas,1,0
34018,vamostodosunidos,1,0
34019,muerteaesosputoslestenemosqueganar,1,0
34020,canchame,1,0
33966,detallista,2,2
34022,coronitafacil,1,0
34021,naci8nal,2,0
33950,intercontinental,2,0
34023,willsmithfanss,1,0
34024,jobbeat,1,0
34025,combination,1,0
34026,musician,1,0
34027,willsmith,1,0
34028,willsmith1dia,1,0
34029,1millon,1,0
34030,meridianoblu,1,0
34031,clasificada,1,0
34081,resort,7,0
34033,doingbiz,1,0
34034,cassini,1,0
34088,hardrockcafe,0,2
34068,plasticos,2,0
34038,dudaria,1,0
34039,ponchala,1,0
34040,jubilados,1,0
34041,modificaremos,1,0
34037,posiciones,3,1
34043,jubilado,1,0
34044,netos,1,0
34045,traicionarte,1,0
34046,esparce,1,0
34047,hermafrodita,1,0
34048,ajustado,1,0
34049,llenaaaaayyyy,1,0
34050,tocinetas,1,0
34051,quesoo,1,0
34052,bosigajeison,1,0
34054,ayudarcambia,0,0
34055,bioguia,0,0
34057,zarigueyas,0,0
34059,andesco,0,0
34060,galvis,0,0
34061,ozono,0,0
34062,revisables,0,0
34063,greenpeace,0,0
34066,embalajes,0,0
34067,deshechos,0,0
34070,nochevieja,0,0
34083,depaseo,0,0
34071,acciona,0,0
34073,75300,0,0
34074,antesdespues,0,0
34036,saturno,1,1
34077,chichi,0,0
34082,mendihuacacaribbeanresort,0,0
34035,helada,2,0
34056,corales,1,0
34080,mendihuaca,0,0
34085,lestgo,0,0
34032,lac,2,0
34086,toguether,0,0
34087,cbgb,0,0
34089,prewedding,0,0
34079,mercadoks,0,0
34090,juancajimenezar,0,0
34078,robert,6,0
34064,nevados,1,0
34053,luther,0,1
34069,ahogan,0,1
34058,deforestado,0,0
34042,ganancias,2,1
34072,observamos,1,0
34065,vii,0,0
34121,alimentacionsaludable,0,0
34091,weddingday,0,0
34094,monteriadenoche,0,0
34095,victormiller,0,0
34122,nutriciondeportivaproteinas,0,0
34092,productoaudiovisual,0,0
34096,tamron,0,0
34097,70300mm,0,0
34084,piparosa,0,0
34098,piposejin,0,0
34124,grasasbuenas,0,0
34125,personalizadoentrenamientoadomicilio,0,0
34103,unisinu,2,0
34109,zoom,0,0
34101,tumbagasessions,0,0
34132,antioxidante,0,0
34099,edays2015,0,0
34115,organica,0,0
34093,jorggl,0,0
34102,turnercat,0,0
34100,vierneszombie,0,0
34126,acne,0,0
34127,limpiezafacial,0,0
34128,oxigenacion,0,0
34104,coverup,0,0
34105,manati,0,0
34129,peeling,0,0
34130,microdermoabrasion,0,0
34107,6meses,0,0
34106,curado,0,0
34131,verdebeneficios1,0,0
34108,cojiste,0,0
34076,ink,0,0
34110,mask,0,0
34075,bossatattooshop,0,0
34111,pevoniabotanica,0,0
34123,carbohidratos,0,1
34138,acidos,0,0
34116,tratamientosadomicilio,0,0
34117,biotipos,0,0
34118,corporales,0,0
34119,adaptar,0,0
34120,biotipo,0,0
34133,anticancerigeno,0,0
34134,estres4,0,0
34135,benjui,0,0
34136,compuesto,0,0
34137,esteres,0,0
34139,tratamientosorganicos,0,0
34140,tratamientosadomiciliobogotabotanicaorganica,0,0
34141,rosacea,0,0
34142,rosada,0,0
34143,rs2,0,0
34144,pevonia,0,0
34145,descongestionante,0,0
34178,agrado,2,0
34147,colageno,0,0
34149,caviar,0,0
34150,collagen,0,0
34151,polypeptides,0,0
34148,myoxy,0,0
34152,caviarpara,0,0
34113,botanicaorg,0,0
34153,beneficios1,0,0
34154,estadofisico,0,0
34155,calidaddevida2,0,0
34156,perdidadepeso,0,0
34217,couple,3,0
34158,ojosdrenajelinfatico,0,0
34159,masajefacial,0,0
34160,exfoliacion,0,0
34218,bmw,4,1
34161,relajacionaceite,0,0
34162,chocolateexfoliante,0,0
34163,mentamascarilla,0,0
34164,arandanossu,0,0
34174,juancho,4,0
34166,mencionamos,0,0
34167,algunos1,0,0
34168,alimentarse,0,0
34157,contorno,0,1
34170,consumida,0,0
34114,botanica,0,0
34112,botanicaorganica,0,0
34172,marcados,1,0
34173,listossssssss,1,0
34181,despacito,1,2
34176,goberr,1,0
34191,supremo,1,2
34175,espriella,2,0
34179,bendicelos,1,0
34180,ameritan,1,0
34207,mirara,1,0
34182,sonsito,1,0
34171,pieles,0,1
34208,water,2,2
34193,chicha,2,0
34186,predecesores,1,0
34197,llenura,1,1
34188,mortalidad,1,0
34177,reimos,2,0
34192,op,1,0
34206,loki,1,1
34169,enfoque,2,0
34204,conquistarla,1,1
34185,innombrable,1,0
34198,comia,1,0
34199,resecar,1,0
34200,jaajjaajajja,1,0
34201,cageto,1,0
34202,pantella,1,0
34214,homecenter,2,2
34215,homecenterco,1,2
34205,susy,1,0
34194,mauro,3,0
34219,x5,2,1
34196,gemas,2,0
34189,salto,1,4
34209,beading,1,0
34212,jetseal,1,0
34213,5050pastewax,1,0
34203,penta,1,0
34165,regular,1,0
34216,v12,1,0
34146,polipeptidos,0,0
34220,lemans,1,0
34221,vicki,1,0
34187,crezca,1,0
34190,explosivo,2,0
34224,fifth,1,0
34222,m3,1,1
34195,inunda,3,0
34184,inconstitucional,2,0
34183,napa,2,0
34225,gear,1,0
34228,solarbeam,1,0
34229,mercedesamg,1,0
34223,gts,2,0
34230,v8,1,0
34261,carobdesigner,0,0
34210,chemicalguys,2,0
34211,detailing,2,0
34232,outback,3,0
34233,alistamiento,1,0
34234,entregarla,1,0
34238,bistrojazz,0,0
34239,vittobogota,0,0
34242,constructivamente,0,0
34243,publicomano,0,0
34244,gastronomic,0,0
34267,magnaflow,0,0
34245,degustacion,0,0
34246,bourbonbistroo,0,0
34249,luckywomanco,0,0
34253,resistirnos,0,0
34226,damn,1,1
34251,september,0,1
34254,crab,0,0
34231,wash,1,1
34255,bogotarestaurantweek,0,0
34227,shot,1,1
34258,keepstrong,0,0
34240,amigable,1,0
34259,maximma,0,0
34260,petrapack,0,0
34283,rines,1,0
34262,fashionblog,0,0
34263,habyintima,0,0
34247,petrapak,0,0
34248,liniofashioncol,0,0
34235,bourbonbistro,0,0
34266,dealer,1,0
34276,cobertoresespejo,0,0
34252,lingerie,0,3
34250,almost,3,1
34264,amoryamistad,2,0
34277,aluminio,0,1
34256,orleans,1,0
34257,antojarte,0,0
34280,wrx,0,0
34281,sti,0,0
34237,bourbon,1,0
34284,alzor,0,0
34236,flaenlinea,0,0
34241,apoyaremos,0,0
34297,motocicletas,0,0
34272,enduro,0,0
34325,scorecard,0,0
34337,straight,1,0
34299,exploradoras,0,0
34301,hid,0,0
34329,bigger,1,1
34303,filters,1,0
34302,18valvulas,0,0
34327,scrap,0,0
34339,harder,1,0
34271,kyn,0,0
34304,reutilizable,0,0
34270,kynfiltroscolombia,0,0
34305,fmic,0,0
34306,eurosport,0,0
34298,mk4,0,0
34307,intercooler,0,0
34292,jetta,0,0
34308,vw,0,0
34286,mk7,0,0
34300,oem,0,0
34265,boutiquevag,0,0
34282,kn,0,0
34309,rendimientoperformance,0,0
34269,vag,0,0
34310,7974,0,0
34311,7973,0,0
34312,twice,0,0
34314,unanimous,0,0
34318,competitive,0,0
34268,boutique,2,1
34274,audi,1,5
34285,gti,0,3
34321,boxng,0,0
34289,golf,0,2
34322,turned,0,0
34323,heat,0,0
34331,trapped,0,0
34332,scored,0,0
34334,exchanges,0,0
34336,countered,0,0
34340,swing,0,0
34341,middleweights,0,0
34324,6th,0,0
34315,caleb,0,0
34342,8ko,0,0
34319,brunson,0,0
